customerID,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,gender,SeniorCitizen,Partner,Dependents,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,MultipleLines,Churn,EndDate_Calc,Tenure_Days
8467-WYNSR,2018-04-01,No,Month-to-month,No,Mailed_check,55.1,1253.15,Male,0,No,No,DSL,Yes,No,No,Yes,No,No,No,0,2020-02-01,671
0851-DFJKB,2018-11-01,No,Month-to-month,No,Electronic_check,58.95,955.15,Female,0,No,No,DSL,Yes,No,Yes,Yes,No,No,No,0,2020-02-01,457
5382-SOYZL,2018-04-01,No,Month-to-month,Yes,Electronic_check,95.1,2162.6,Male,0,No,No,Fiber_optic,No,No,No,No,Yes,Yes,Yes,0,2020-02-01,671
9448-REEVD,2019-11-01,2019-12-01 00:00:00,Month-to-month,No,Credit_card_(automatic),44.7,44.7,Male,0,Yes,No,DSL,No,No,No,No,No,No,No,1,2019-12-01,30
3261-CQXOL,2014-03-01,No,Two_year,No,Bank_transfer_(automatic),25.45,1813.35,Female,0,Yes,Yes,No,No,No,No,No,No,No,Yes,0,2020-02-01,2163
8388-FYNPZ,2019-10-01,No,Month-to-month,No,Electronic_check,56.75,245.15,Male,0,No,No,DSL,Yes,No,Yes,No,No,No,No,0,2020-02-01,123
4002-BQWPQ,2018-01-01,No,Month-to-month,No,Bank_transfer_(automatic),81.75,2028.8,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,0,2020-02-01,761
5651-YLPRD,2017-06-01,No,Month-to-month,Yes,Electronic_check,86.1,2723.75,Female,0,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,No,No,0,2020-02-01,975
2826-DXLQO,2019-07-01,No,Month-to-month,No,Bank_transfer_(automatic),29.8,220.45,Male,1,Yes,No,DSL,Yes,No,No,No,No,No,No,0,2020-02-01,215
4378-BZYFP,2018-09-01,No,One_year,Yes,Mailed_check,20.5,365.8,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,518
9489-UTFKA,2019-06-01,No,Month-to-month,No,Bank_transfer_(automatic),60.9,551.95,Male,1,Yes,No,DSL,Yes,No,No,No,Yes,No,No,0,2020-02-01,245
4849-PYRLQ,2015-06-01,No,Two_year,No,Bank_transfer_(automatic),73.25,4054.2,Female,1,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,0,2020-02-01,1706
9117-SHLZX,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Mailed_check,45.7,45.7,Male,0,No,No,DSL,No,No,No,No,No,No,No,1,2020-01-01,31
9889-TMAHG,2019-03-01,2019-11-01 00:00:00,Month-to-month,No,Credit_card_(automatic),100.3,832.35,Male,1,No,No,Fiber_optic,Yes,No,No,Yes,Yes,Yes,No,1,2019-11-01,245
4541-RMRLG,2019-04-01,2019-11-01 00:00:00,Month-to-month,No,Electronic_check,19.25,112.3,Male,0,No,No,No,No,No,No,No,No,No,No,1,2019-11-01,214
7764-BDPEE,2019-11-01,No,Month-to-month,No,Mailed_check,20.85,60.65,Male,0,No,Yes,No,No,No,No,No,No,No,No,0,2020-02-01,92
3429-IFLEM,2014-03-01,No,Two_year,No,Credit_card_(automatic),77.35,5550.1,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,0,2020-02-01,2163
3158-MOERK,2019-09-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic_check,96.0,174.8,Female,0,No,No,Fiber_optic,No,No,No,No,Yes,Yes,Yes,1,2019-11-01,61
7294-TMAOP,2019-10-01,2019-11-01 00:00:00,Month-to-month,No,Electronic_check,90.55,90.55,Female,0,No,No,Fiber_optic,No,No,No,No,Yes,Yes,No,1,2019-11-01,31
5002-GCQFH,2016-01-01,No,Month-to-month,Yes,Bank_transfer_(automatic),93.85,4733.1,Male,0,Yes,No,Fiber_optic,Yes,Yes,No,No,Yes,No,Yes,0,2020-02-01,1492
0556-FJEGU,2015-04-01,No,Two_year,No,Bank_transfer_(automatic),70.1,4048.95,Male,0,No,No,DSL,No,Yes,Yes,Yes,Yes,No,No,0,2020-02-01,1767
8919-FYFQZ,2016-02-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic_check,30.35,1359.7,Male,1,Yes,No,DSL,No,Yes,No,No,No,No,No,1,2019-10-01,1338
0604-THJFP,2015-03-01,No,Two_year,Yes,Credit_card_(automatic),75.95,4542.35,Female,0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No,0,2020-02-01,1798
2834-JRTUA,2013-11-01,2019-10-01 00:00:00,Two_year,Yes,Electronic_check,108.05,7532.15,Male,0,No,No,Fiber_optic,Yes,No,Yes,Yes,Yes,Yes,Yes,1,2019-10-01,2160
5875-YPQFJ,2019-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic_check,69.9,69.9,Male,0,No,No,Fiber_optic,No,No,No,No,No,No,No,1,2019-12-01,30
5879-SESNB,2019-03-01,No,Month-to-month,No,Electronic_check,75.25,888.65,Female,0,No,No,Fiber_optic,No,No,No,No,No,No,Yes,0,2020-02-01,337
6646-QVXLR,2014-11-01,2020-01-01 00:00:00,One_year,Yes,Electronic_check,103.75,6383.35,Male,1,Yes,No,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Yes,1,2020-01-01,1887
6461-PPAXN,2017-03-01,No,One_year,Yes,Bank_transfer_(automatic),54.95,1916.0,Female,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,0,2020-02-01,1067
3318-ISQFQ,2018-06-01,No,Month-to-month,Yes,Bank_transfer_(automatic),19.5,413.0,Female,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,610
1106-HRLKZ,2016-10-01,No,Two_year,No,Mailed_check,19.6,808.95,Male,0,Yes,Yes,No,No,No,No,No,No,No,No,0,2020-02-01,1218
2483-XSSMZ,2016-11-01,No,One_year,Yes,Electronic_check,47.85,1886.4,Female,0,No,No,DSL,Yes,No,No,No,No,No,No,0,2020-02-01,1187
8603-IJWDN,2019-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic_check,86.6,86.6,Male,0,No,No,Fiber_optic,No,No,No,No,No,Yes,Yes,1,2019-12-01,30
8165-ZJRNM,2014-02-01,No,Two_year,No,Bank_transfer_(automatic),23.75,1679.25,Female,0,Yes,Yes,No,No,No,No,No,No,No,Yes,0,2020-02-01,2191
9369-XFEHK,2017-03-01,2019-12-01 00:00:00,Month-to-month,Yes,Bank_transfer_(automatic),80.6,2656.5,Female,1,Yes,No,Fiber_optic,No,Yes,No,No,No,No,Yes,1,2019-12-01,1005
2604-XVDAM,2019-02-01,No,Month-to-month,No,Bank_transfer_(automatic),43.8,540.95,Female,0,No,No,DSL,No,No,No,No,No,No,No,0,2020-02-01,365
3717-OFRTN,2020-01-01,No,Month-to-month,No,Bank_transfer_(automatic),19.75,19.75,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,31
9046-JBFWA,2017-11-01,No,Month-to-month,No,Mailed_check,19.15,537.35,Male,0,No,Yes,No,No,No,No,No,No,No,No,0,2020-02-01,822
3280-NMUVX,2017-04-01,No,One_year,No,Credit_card_(automatic),19.6,678.8,Male,0,Yes,Yes,No,No,No,No,No,No,No,No,0,2020-02-01,1036
1206-EHBDD,2015-06-01,No,Two_year,No,Bank_transfer_(automatic),80.3,4513.65,Female,0,Yes,No,Fiber_optic,Yes,No,Yes,No,No,No,No,0,2020-02-01,1706
8361-LBRDI,2015-04-01,No,Two_year,No,Credit_card_(automatic),24.35,1423.85,Female,0,No,No,No,No,No,No,No,No,No,Yes,0,2020-02-01,1767
4883-KCPZJ,2018-04-01,No,Two_year,No,Credit_card_(automatic),25.25,555.4,Female,0,Yes,Yes,No,No,No,No,No,No,No,Yes,0,2020-02-01,671
9108-EQPNQ,2019-04-01,No,Two_year,No,Credit_card_(automatic),26.1,225.55,Female,0,Yes,Yes,No,No,No,No,No,No,No,Yes,0,2020-02-01,306
7277-KAMWT,2019-01-01,No,Two_year,No,Credit_card_(automatic),20.0,268.45,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,396
3842-IYKUE,2017-01-01,2019-12-01 00:00:00,Month-to-month,No,Credit_card_(automatic),85.3,2917.5,Female,0,No,No,Fiber_optic,No,Yes,No,Yes,No,No,Yes,1,2019-12-01,1064
6641-XRPSU,2017-03-01,2020-01-01 00:00:00,Month-to-month,Yes,Credit_card_(automatic),70.0,2416.1,Female,0,No,No,Fiber_optic,No,No,No,No,No,No,No,1,2020-01-01,1036
1374-DMZUI,2019-09-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic_check,94.3,424.45,Female,1,No,No,Fiber_optic,No,No,No,No,Yes,Yes,Yes,1,2020-01-01,122
2545-LXYVJ,2014-02-01,No,Two_year,No,Bank_transfer_(automatic),20.7,1492.1,Male,0,Yes,No,No,No,No,No,No,No,No,No,0,2020-02-01,2191
3234-VKACU,2019-12-01,No,Month-to-month,No,Electronic_check,70.3,132.4,Male,0,No,No,DSL,No,No,No,Yes,Yes,Yes,No,0,2020-02-01,62
8357-EQXFO,2019-04-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic_check,95.35,660.9,Female,0,No,No,Fiber_optic,No,No,Yes,No,Yes,Yes,No,1,2019-11-01,214
1989-PRJHP,2017-08-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic_check,75.5,1893.95,Male,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Yes,1,2019-11-01,822
8120-JDCAM,2019-10-01,No,Month-to-month,Yes,Mailed_check,69.55,284.9,Male,0,Yes,Yes,Fiber_optic,No,No,No,No,No,No,No,0,2020-02-01,123
8917-FAEMR,2017-01-01,No,Two_year,No,Mailed_check,19.85,784.25,Female,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,1126
7047-YXDMZ,2018-05-01,No,Month-to-month,No,Mailed_check,20.0,417.7,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,641
2858-EIMXH,2015-09-01,No,One_year,Yes,Credit_card_(automatic),95.85,5016.25,Female,1,Yes,No,Fiber_optic,No,No,No,No,Yes,Yes,Yes,0,2020-02-01,1614
9524-EGPJC,2018-06-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic_check,90.1,1612.75,Female,0,No,No,Fiber_optic,No,No,No,Yes,No,Yes,Yes,1,2019-12-01,548
6993-OHLXR,2019-11-01,2020-01-01 00:00:00,Month-to-month,No,Electronic_check,68.95,119.75,Female,0,No,No,Fiber_optic,No,No,No,No,No,No,No,1,2020-01-01,61
8818-XYFCQ,2017-02-01,2019-10-01 00:00:00,Month-to-month,Yes,Credit_card_(automatic),99.55,3204.65,Male,0,Yes,Yes,Fiber_optic,Yes,No,No,No,Yes,Yes,Yes,1,2019-10-01,972
6419-ZTTLE,2018-03-01,No,One_year,Yes,Electronic_check,20.75,485.2,Male,1,Yes,No,No,No,No,No,No,No,No,No,0,2020-02-01,702
0929-HYQEW,2019-11-01,No,Month-to-month,Yes,Mailed_check,50.15,160.85,Male,0,No,No,DSL,Yes,No,No,No,No,No,No,0,2020-02-01,92
6614-YOLAC,2014-03-01,No,Two_year,No,Mailed_check,58.65,4145.25,Female,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,0,2020-02-01,2163
7426-RHZGU,2019-05-01,No,Month-to-month,Yes,Bank_transfer_(automatic),95.9,827.45,Male,0,No,No,Fiber_optic,No,No,No,Yes,Yes,Yes,No,0,2020-02-01,276
4065-JJAVA,2020-01-01,No,Month-to-month,No,Electronic_check,49.5,49.5,Female,0,No,No,DSL,No,Yes,No,No,No,No,No,0,2020-02-01,31
4695-VADHF,2018-07-01,2020-01-01 00:00:00,Month-to-month,No,Electronic_check,57.45,990.85,Male,0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,No,1,2020-01-01,549
3863-IUBJR,2018-11-01,2019-11-01 00:00:00,One_year,No,Credit_card_(automatic),53.65,696.35,Male,0,Yes,Yes,DSL,No,No,No,No,No,Yes,No,1,2019-11-01,365
7649-SIJJF,2014-03-01,No,Two_year,Yes,Mailed_check,80.1,5585.4,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,0,2020-02-01,2163
9361-YNQWJ,2014-10-01,No,One_year,Yes,Bank_transfer_(automatic),24.4,1601.2,Female,0,No,No,No,No,No,No,No,No,No,Yes,0,2020-02-01,1949
3748-FVMZZ,2019-10-01,No,Month-to-month,Yes,Electronic_check,40.05,162.45,Male,0,No,No,DSL,No,No,No,Yes,No,Yes,No,0,2020-02-01,123
9391-TTOYH,2018-03-01,No,Month-to-month,Yes,Mailed_check,19.5,470.2,Female,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,702
1452-XRSJV,2016-11-01,No,Month-to-month,No,Credit_card_(automatic),51.05,2066.0,Female,0,Yes,Yes,DSL,Yes,No,No,No,No,No,No,0,2020-02-01,1187
3422-WJOYD,2017-10-01,No,One_year,No,Mailed_check,54.35,1426.45,Male,0,Yes,No,DSL,Yes,No,No,Yes,No,No,No,0,2020-02-01,853
8242-SOQUO,2019-09-01,No,Month-to-month,Yes,Electronic_check,84.7,392.5,Female,1,No,No,Fiber_optic,No,Yes,No,No,Yes,No,No,0,2020-02-01,153
7460-ITWWP,2016-05-01,No,Month-to-month,Yes,Electronic_check,86.1,3861.45,Female,1,Yes,No,Fiber_optic,No,No,Yes,No,No,Yes,No,0,2020-02-01,1371
7147-AYBAA,2017-01-01,No,Month-to-month,Yes,Mailed_check,70.35,2552.9,Male,0,No,No,Fiber_optic,No,No,No,No,No,No,No,0,2020-02-01,1126
7868-TMWMZ,2015-02-01,No,Two_year,Yes,Bank_transfer_(automatic),110.0,6668.35,Female,1,Yes,No,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,2020-02-01,1826
4822-RVYBB,2019-04-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic_check,100.6,819.4,Male,1,No,No,Fiber_optic,No,No,Yes,No,Yes,Yes,Yes,1,2019-12-01,244
6732-FZUGP,2016-03-01,No,One_year,No,Credit_card_(automatic),94.9,4615.25,Female,0,No,No,Fiber_optic,Yes,No,Yes,No,Yes,No,Yes,0,2020-02-01,1432
8436-BJUMM,2017-11-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic_check,83.75,2070.6,Male,0,Yes,Yes,Fiber_optic,No,No,No,No,Yes,No,Yes,1,2020-01-01,791
4184-TJFAN,2019-08-01,2019-11-01 00:00:00,Month-to-month,Yes,Mailed_check,88.3,273.75,Female,1,Yes,Yes,Fiber_optic,Yes,No,No,Yes,Yes,No,No,1,2019-11-01,92
8329-GWVPJ,2015-12-01,No,Month-to-month,Yes,Bank_transfer_(automatic),69.75,3557.7,Female,0,Yes,Yes,Fiber_optic,No,No,No,No,No,No,No,0,2020-02-01,1523
1352-VHKAJ,2017-11-01,No,Month-to-month,No,Bank_transfer_(automatic),71.6,1957.1,Male,0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,0,2020-02-01,822
4145-UQXUQ,2019-02-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic_check,92.1,729.95,Female,1,No,No,Fiber_optic,No,No,Yes,No,Yes,Yes,No,1,2019-10-01,242
2632-TACXW,2014-12-01,No,Two_year,No,Bank_transfer_(automatic),23.65,1416.75,Female,0,Yes,No,No,No,No,No,No,No,No,Yes,0,2020-02-01,1888
8146-QQKZH,2014-03-01,No,Two_year,No,Bank_transfer_(automatic),81.85,5924.4,Female,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,2020-02-01,2163
1767-CJKBA,2014-08-01,No,Two_year,No,Mailed_check,25.1,1697.7,Male,0,No,No,No,No,No,No,No,No,No,Yes,0,2020-02-01,2010
6445-TNRXS,2014-06-01,No,Two_year,Yes,Bank_transfer_(automatic),114.7,7849.85,Male,0,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,2020-02-01,2071
4581-LNWUM,2019-01-01,No,Month-to-month,No,Electronic_check,49.15,649.4,Female,0,No,No,DSL,No,No,Yes,No,Yes,Yes,No,0,2020-02-01,396
4869-EPIUS,2015-06-01,No,One_year,Yes,Electronic_check,80.9,4557.5,Male,0,Yes,No,Fiber_optic,No,No,No,No,No,Yes,No,0,2020-02-01,1706
9948-YPTDG,2016-10-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic_check,79.45,3013.05,Male,0,Yes,No,Fiber_optic,Yes,Yes,No,No,No,No,No,1,2019-12-01,1156
1236-WFCDV,2018-09-01,2019-11-01 00:00:00,Month-to-month,No,Credit_card_(automatic),90.45,1266.1,Male,1,No,No,Fiber_optic,No,No,No,No,Yes,Yes,No,1,2019-11-01,426
1915-OAKWD,2018-10-01,No,One_year,Yes,Bank_transfer_(automatic),19.3,360.35,Female,0,No,Yes,No,No,No,No,No,No,No,No,0,2020-02-01,488
7296-PIXQY,2018-12-01,No,Month-to-month,No,Electronic_check,70.2,1046.5,Female,0,Yes,Yes,Fiber_optic,No,No,No,No,No,No,No,0,2020-02-01,427
4883-QICIH,2017-02-01,2019-10-01 00:00:00,Month-to-month,Yes,Bank_transfer_(automatic),69.75,2347.9,Male,0,Yes,Yes,Fiber_optic,No,No,No,No,No,No,No,1,2019-10-01,972
3354-OADJP,2019-06-01,No,One_year,No,Bank_transfer_(automatic),54.25,447.75,Female,0,No,No,DSL,Yes,No,No,Yes,No,No,No,0,2020-02-01,245
3524-WQDSG,2016-07-01,No,Month-to-month,Yes,Bank_transfer_(automatic),99.3,4209.95,Female,0,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,Yes,0,2020-02-01,1310
0810-DHDBD,2015-10-01,No,One_year,No,Credit_card_(automatic),74.0,3877.65,Female,0,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,0,2020-02-01,1584
4026-SKKHW,2019-11-01,No,Month-to-month,Yes,Mailed_check,50.25,152.3,Male,0,No,No,DSL,No,No,No,Yes,No,No,No,0,2020-02-01,92
2829-HYVZP,2017-09-01,No,One_year,Yes,Mailed_check,19.8,572.2,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,883
8329-IBCTI,2019-12-01,2020-01-01 00:00:00,Month-to-month,No,Mailed_check,19.65,19.65,Female,0,No,No,No,No,No,No,No,No,No,No,1,2020-01-01,31
1271-SJBGZ,2019-01-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic_check,43.65,526.95,Male,1,No,No,DSL,No,No,Yes,Yes,No,Yes,No,1,2020-01-01,365
3845-JHAMY,2018-10-01,No,Month-to-month,Yes,Credit_card_(automatic),35.5,552.7,Female,0,Yes,Yes,DSL,No,No,No,No,No,Yes,No,0,2020-02-01,488
7013-PSXHK,2016-10-01,No,One_year,Yes,Mailed_check,80.75,3208.65,Female,0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,0,2020-02-01,1218
5669-SRAIP,2019-08-01,2020-01-01 00:00:00,Month-to-month,No,Electronic_check,39.5,210.75,Female,0,No,No,DSL,No,No,Yes,No,No,Yes,No,1,2020-01-01,153
5981-ITEMU,2016-08-01,2019-12-01 00:00:00,Month-to-month,Yes,Bank_transfer_(automatic),97.1,3706.95,Male,0,Yes,No,Fiber_optic,No,No,No,No,Yes,Yes,Yes,1,2019-12-01,1217
3486-NPGST,2017-02-01,No,One_year,No,Mailed_check,19.55,620.75,Female,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,1095
6941-PMGEP,2019-06-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic_check,80.0,412.5,Female,0,No,No,Fiber_optic,No,No,No,No,No,Yes,No,1,2019-11-01,153
1624-WOIWJ,2018-12-01,2019-10-01 00:00:00,Month-to-month,Yes,Mailed_check,84.7,832.05,Female,0,No,No,Fiber_optic,Yes,No,No,No,Yes,No,No,1,2019-10-01,304
2074-GKOWZ,2019-09-01,2019-11-01 00:00:00,Month-to-month,Yes,Bank_transfer_(automatic),89.55,185.55,Male,0,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,No,1,2019-11-01,61
0376-YMCJC,2018-01-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic_check,90.6,1943.2,Male,0,No,No,Fiber_optic,No,No,No,Yes,Yes,No,Yes,1,2019-12-01,699
6100-FJZDG,2017-12-01,No,One_year,Yes,Bank_transfer_(automatic),20.05,505.9,Male,0,Yes,Yes,No,No,No,No,No,No,No,No,0,2020-02-01,792
4829-ZLJTK,2014-02-01,No,Two_year,Yes,Electronic_check,112.4,8046.85,Female,1,Yes,No,Fiber_optic,Yes,Yes,Yes,No,Yes,Yes,Yes,0,2020-02-01,2191
1730-VFMWO,2017-04-01,No,Month-to-month,No,Bank_transfer_(automatic),50.2,1815.3,Female,0,Yes,No,DSL,No,No,No,Yes,No,No,No,0,2020-02-01,1036
7143-BQIBA,2019-04-01,No,Month-to-month,No,Bank_transfer_(automatic),62.25,612.95,Male,0,No,No,DSL,Yes,No,No,Yes,Yes,No,No,0,2020-02-01,306
3800-LYTRK,2018-12-01,No,One_year,No,Mailed_check,55.7,795.15,Female,0,No,No,DSL,Yes,No,No,Yes,No,No,No,0,2020-02-01,427
0634-SZPQA,2017-11-01,2019-10-01 00:00:00,Month-to-month,Yes,Bank_transfer_(automatic),90.05,2169.8,Female,0,No,No,Fiber_optic,Yes,No,No,No,Yes,No,Yes,1,2019-10-01,699
9646-NMHXE,2016-03-01,No,Two_year,No,Mailed_check,19.65,973.1,Male,0,Yes,No,No,No,No,No,No,No,No,No,0,2020-02-01,1432
7030-NJVDP,2018-02-01,No,Month-to-month,Yes,Electronic_check,89.25,2210.2,Male,0,Yes,No,Fiber_optic,Yes,No,No,Yes,No,Yes,No,0,2020-02-01,730
5536-RTPWK,2015-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Bank_transfer_(automatic),99.05,4853.75,Male,0,Yes,No,Fiber_optic,No,Yes,No,No,Yes,Yes,Yes,1,2019-12-01,1491
8883-GRDWQ,2018-06-01,No,One_year,No,Mailed_check,54.0,1055.9,Male,1,No,No,DSL,Yes,No,No,Yes,No,No,No,0,2020-02-01,610
6166-ILMNY,2019-10-01,2019-12-01 00:00:00,Month-to-month,No,Bank_transfer_(automatic),69.75,144.55,Female,0,No,No,Fiber_optic,No,No,No,No,No,No,No,1,2019-12-01,61
3097-NNSPB,2019-08-01,2019-10-01 00:00:00,Month-to-month,Yes,Credit_card_(automatic),49.05,91.1,Female,0,No,No,DSL,No,Yes,No,No,No,No,No,1,2019-10-01,61
7771-ZONAT,2018-04-01,No,Two_year,No,Bank_transfer_(automatic),56.75,1304.85,Male,0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,No,0,2020-02-01,671
0655-RBDUG,2019-03-01,2019-10-01 00:00:00,Month-to-month,Yes,Bank_transfer_(automatic),98.05,713.0,Male,0,No,No,Fiber_optic,No,No,Yes,No,Yes,Yes,Yes,1,2019-10-01,214
2111-DWYHN,2020-01-01,No,Month-to-month,No,Mailed_check,21.1,21.1,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,31
4194-WHFCB,2015-03-01,No,Month-to-month,Yes,Bank_transfer_(automatic),96.65,5580.8,Female,0,Yes,Yes,Fiber_optic,No,Yes,No,Yes,No,Yes,Yes,0,2020-02-01,1798
4121-AGSIN,2015-04-01,No,One_year,Yes,Credit_card_(automatic),24.5,1497.9,Female,0,Yes,Yes,No,No,No,No,No,No,No,Yes,0,2020-02-01,1767
4361-BKAXE,2016-05-01,2019-10-01 00:00:00,Month-to-month,Yes,Bank_transfer_(automatic),114.5,4527.45,Female,0,No,No,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,2019-10-01,1248
9845-PEEKO,2015-03-01,No,Two_year,Yes,Credit_card_(automatic),79.2,4590.35,Female,1,No,No,Fiber_optic,No,Yes,No,No,No,No,Yes,0,2020-02-01,1798
0455-XFASS,2019-11-01,No,Month-to-month,Yes,Electronic_check,69.55,200.2,Female,0,Yes,Yes,Fiber_optic,No,No,No,No,No,No,No,0,2020-02-01,92
0301-KOBTQ,2017-06-01,No,Two_year,Yes,Bank_transfer_(automatic),20.05,614.45,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,975
1751-NCDLI,2016-04-01,No,Month-to-month,Yes,Electronic_check,98.85,4564.9,Male,1,Yes,No,Fiber_optic,No,No,Yes,No,Yes,Yes,Yes,0,2020-02-01,1401
4367-NUYAO,2020-02-01,No,Two_year,No,Mailed_check,25.75,0.0,Male,0,Yes,Yes,No,No,No,No,No,No,No,Yes,0,2020-02-01,0
9878-TNQGW,2019-10-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic_check,80.95,171.15,Male,0,No,No,Fiber_optic,No,No,No,No,No,Yes,No,1,2019-12-01,61
9170-ARBTB,2015-10-01,No,One_year,No,Credit_card_(automatic),19.6,1012.4,Female,0,Yes,Yes,No,No,No,No,No,No,No,No,0,2020-02-01,1584
4441-NIHPT,2018-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic_check,74.3,940.35,Female,1,No,No,Fiber_optic,No,No,Yes,No,No,No,No,1,2019-12-01,395
8999-BOHSE,2018-12-01,2019-11-01 00:00:00,Month-to-month,No,Bank_transfer_(automatic),89.7,1047.7,Female,1,No,No,Fiber_optic,No,No,No,No,Yes,Yes,No,1,2019-11-01,335
7241-AJHFS,2017-06-01,No,Month-to-month,No,Bank_transfer_(automatic),87.65,2766.4,Male,0,No,No,Fiber_optic,Yes,No,No,Yes,No,No,Yes,0,2020-02-01,975
7029-RPUAV,2018-05-01,2019-10-01 00:00:00,Month-to-month,Yes,Credit_card_(automatic),100.45,1622.45,Male,1,Yes,No,Fiber_optic,No,No,Yes,No,Yes,Yes,Yes,1,2019-10-01,518
4546-FOKWR,2018-10-01,No,Month-to-month,Yes,Credit_card_(automatic),74.75,1129.35,Female,0,No,No,Fiber_optic,No,No,No,No,No,No,Yes,0,2020-02-01,488
9036-CSKBW,2015-11-01,No,One_year,No,Bank_transfer_(automatic),107.45,5680.9,Female,0,No,No,Fiber_optic,Yes,Yes,Yes,No,Yes,Yes,Yes,0,2020-02-01,1553
5832-TRLPB,2017-09-01,No,One_year,Yes,Bank_transfer_(automatic),75.35,2243.9,Male,0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,No,0,2020-02-01,883
8590-YFFQO,2014-04-01,No,Two_year,No,Credit_card_(automatic),64.95,4523.25,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,0,2020-02-01,2132
8659-IOOPU,2014-03-01,No,Two_year,No,Electronic_check,100.45,7159.7,Female,0,Yes,Yes,Fiber_optic,Yes,No,Yes,Yes,No,Yes,Yes,0,2020-02-01,2163
1338-CECEE,2016-09-01,No,One_year,No,Bank_transfer_(automatic),68.5,2839.95,Male,0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Yes,0,2020-02-01,1248
7439-DKZTW,2020-01-01,No,Month-to-month,Yes,Electronic_check,80.55,80.55,Male,0,No,No,Fiber_optic,No,No,No,No,Yes,No,No,0,2020-02-01,31
4646-QZXTF,2019-07-01,No,Month-to-month,No,Bank_transfer_(automatic),81.25,580.1,Female,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,2020-02-01,215
4607-CHPCA,2017-09-01,2019-10-01 00:00:00,One_year,Yes,Electronic_check,90.4,2178.6,Male,0,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,No,1,2019-10-01,760
